U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,SOC,SOH
3.6893,3.7218,3.7286,3.6965,3.6903,3.6579,3.6507,3.6833,3.6896,3.7551,3.7672,3.703,3.6909,3.6259,3.6124,3.6775,3.6895,3.7871,3.805,3.7093,3.6914,3.5938,3.5743,3.6717,3.6891,3.819,3.842,3.716,3.6919,3.5622,3.5367,3.6663,3.6888,3.8503,3.8782,3.7225,3.6923,3.5309,3.4995,3.6612,3.6884,30.0,0.7956319999999999
3.7121,3.7483,3.7544,3.7184,3.7132,3.6772,3.6709,3.7068,3.7123,3.785,3.7964,3.7246,3.7137,3.6415,3.6296,3.7018,3.7121,3.821,3.8375,3.7309,3.7144,3.6063,3.5889,3.6967,3.7119,3.8563,3.8775,3.7369,3.7147,3.5713,3.5485,3.6918,3.7116,3.8907,3.917,3.7427,3.7151,3.5367,3.509,3.6868,3.7111,30.0,0.7521439999999999
3.6882,3.7172,3.7225,3.6937,3.6893,3.6607,3.6551,3.6837,3.6886,3.7465,3.7565,3.6993,3.6898,3.6324,3.6217,3.6793,3.6884,3.7751,3.7897,3.7044,3.6902,3.6043,3.5887,3.6745,3.6881,3.8036,3.8224,3.7093,3.6907,3.5762,3.5559,3.67,3.6879,3.8313,3.854,3.7142,3.6912,3.5485,3.5241,3.6656,3.6875,30.0,0.80132
3.6503,3.6707,3.676,3.6556,3.6514,3.631,3.6256,3.6459,3.6508,3.6919,3.7019,3.661,3.6517,3.6112,3.6008,3.6414,3.6507,3.7121,3.7267,3.6659,3.6521,3.5913,3.5761,3.6366,3.6503,3.7323,3.7511,3.6703,3.6526,3.572,3.552,3.6317,3.65,3.7518,3.7746,3.6747,3.6528,3.5529,3.5283,3.6268,3.6498,30.0,0.8893080000000001
3.7716,3.8113,3.8197,3.7804,3.773,3.7332,3.7242,3.7639,3.772,3.8515,3.8664,3.7888,3.7737,3.6942,3.6777,3.7571,3.7716,3.8905,3.9126,3.7978,3.7744,3.6556,3.6315,3.7504,3.7711,3.9289,3.9576,3.8064,3.775,3.6168,3.5854,3.7442,3.7706,3.9667,4.002,3.8141,3.7755,3.5785,3.5401,3.7381,3.7701,30.0,0.657092
3.6659,3.6923,3.6984,3.6723,3.667,3.6408,3.6345,3.6605,3.6663,3.719,3.7307,3.6788,3.6675,3.615,3.6027,3.6554,3.6663,3.7451,3.7616,3.6846,3.6681,3.5892,3.5713,3.65,3.6659,3.7709,3.7922,3.69,3.6684,3.5636,3.5401,3.6449,3.6656,3.7962,3.8218,3.6958,3.6689,3.5381,3.5097,3.6398,3.6654,30.0,0.858012
3.8169,3.8578,3.8631,3.8224,3.818,3.7774,3.7718,3.8125,3.8171,3.8991,3.9091,3.828,3.8189,3.737,3.7267,3.8081,3.8168,3.9395,3.9542,3.8331,3.8192,3.6972,3.6821,3.8036,3.8162,3.9791,3.9983,3.838,3.8197,3.6575,3.6379,3.7992,3.8157,4.0184,4.0419,3.8429,3.8201,3.6187,3.5947,3.7946,3.8152,30.0,0.611424
3.6573,3.6821,3.6879,3.6633,3.6584,3.634,3.628,3.6524,3.6579,3.7074,3.7186,3.6693,3.6589,3.6098,3.5984,3.6475,3.6577,3.7321,3.7479,3.6747,3.6593,3.5859,3.5692,3.6422,3.6573,3.7564,3.7767,3.68,3.6598,3.5622,3.5406,3.6372,3.6572,3.7799,3.8045,3.6853,3.6602,3.5392,3.513,3.6324,3.6568,30.0,0.886732
3.6619,3.69,3.6963,3.6682,3.663,3.6349,3.6285,3.6565,3.6624,3.7188,3.7307,3.6747,3.6635,3.6073,3.5954,3.6512,3.6621,3.7469,3.7639,3.6807,3.664,3.5803,3.5629,3.6459,3.6619,3.7739,3.7957,3.6867,3.6642,3.5538,3.5313,3.641,3.6616,3.8004,3.8269,3.6923,3.6647,3.5276,3.5006,3.6361,3.6614,30.0,0.870684
3.8255,3.8673,3.8733,3.8318,3.8269,3.7855,3.7792,3.8208,3.8259,3.9096,3.9205,3.8382,3.8278,3.7448,3.7332,3.8157,3.8255,3.9502,3.9667,3.8443,3.8282,3.7042,3.6877,3.8108,3.825,3.9906,4.0117,3.8501,3.8287,3.6647,3.6431,3.8062,3.8245,4.0296,4.0559,3.8557,3.8292,3.6263,3.6001,3.8018,3.8239,30.0,0.59246
3.67,3.7011,3.7067,3.676,3.671,3.6401,3.6343,3.6651,3.6705,3.7325,3.7434,3.6819,3.6717,3.6098,3.5987,3.6603,3.6702,3.7634,3.779,3.6875,3.6721,3.5796,3.5634,3.6552,3.67,3.7934,3.8141,3.6932,3.6726,3.5501,3.5288,3.6505,3.6696,3.8232,3.848,3.6984,3.6728,3.5209,3.4953,3.6461,3.6693,30.0,0.846124
3.7667,3.801,3.8062,3.7723,3.7679,3.7339,3.7283,3.7625,3.7671,3.8357,3.8454,3.7776,3.7686,3.7,3.6898,3.7581,3.7667,3.8696,3.8838,3.7827,3.769,3.6666,3.6514,3.7535,3.7664,3.9031,3.9217,3.7878,3.7697,3.6333,3.6135,3.7493,3.766,3.9361,3.9588,3.7927,3.7701,3.6006,3.5759,3.7449,3.7655,30.0,0.665544
3.7829,3.8168,3.822,3.7885,3.7841,3.7502,3.7448,3.7785,3.7832,3.851,3.8608,3.7939,3.7848,3.7172,3.7067,3.7739,3.7829,3.8845,3.8989,3.799,3.7853,3.6842,3.6689,3.7695,3.7825,3.9175,3.9361,3.8039,3.7857,3.6514,3.6317,3.7651,3.782,3.9498,3.9723,3.8087,3.7862,3.6194,3.5952,3.7607,3.7815,30.0,0.646996
3.6958,3.7277,3.7334,3.7016,3.697,3.6651,3.6593,3.691,3.6963,3.7602,3.7706,3.7077,3.6975,3.634,3.6231,3.6863,3.696,3.7918,3.8069,3.7128,3.6981,3.6031,3.5871,3.6814,3.6958,3.8229,3.8424,3.7181,3.6984,3.5725,3.552,3.6768,3.6953,3.8533,3.8768,3.723,3.6988,3.5427,3.5178,3.6721,3.6951,30.0,0.788332
3.7562,3.7962,3.8015,3.7618,3.7574,3.7172,3.7118,3.7516,3.7565,3.8368,3.8468,3.7674,3.7581,3.6782,3.6677,3.7472,3.7562,3.8763,3.891,3.7727,3.7585,3.6391,3.624,3.7427,3.7557,3.9152,3.9344,3.7778,3.7592,3.6008,3.5811,3.7383,3.7553,3.9533,3.9769,3.7829,3.7595,3.5632,3.5394,3.7342,3.7548,30.0,0.684388
3.8989,3.9396,3.9449,3.9045,3.9001,3.8594,3.854,3.8945,3.8989,3.9809,3.9909,3.9098,3.9007,3.8192,3.8089,3.8901,3.8986,4.0212,4.0355,3.9149,3.9014,3.7795,3.7644,3.8854,3.898,4.0608,4.0796,3.9198,3.9017,3.7402,3.7204,3.8812,3.8975,4.0998,4.1228,3.9242,3.9021,3.7016,3.6774,3.8759,3.8966,30.0,0.53486
3.7135,3.7437,3.753,3.7232,3.7146,3.6844,3.6747,3.7047,3.7139,3.7746,3.7906,3.7316,3.7153,3.6549,3.6366,3.697,3.7135,3.8043,3.8273,3.7407,3.7158,3.6256,3.5991,3.6898,3.7132,3.8334,3.8633,3.7497,3.7163,3.5962,3.562,3.6828,3.7128,3.8624,3.898,3.7574,3.7167,3.5671,3.5255,3.6763,3.7125,30.0,0.7467199999999999
3.799,3.8426,3.8485,3.8053,3.8004,3.7572,3.7511,3.7941,3.7995,3.8864,3.8977,3.8118,3.8013,3.7151,3.7035,3.7894,3.7992,3.9291,3.9453,3.818,3.8018,3.6733,3.6566,3.7844,3.7987,3.9705,3.9921,3.8238,3.8025,3.6322,3.6108,3.7797,3.7983,4.0111,4.0377,3.829,3.8027,3.592,3.5664,3.7753,3.7978,30.0,0.62786
3.6916,3.7225,3.7279,3.6972,3.6926,3.6617,3.6563,3.6872,3.6921,3.7541,3.7643,3.7028,3.6933,3.6315,3.621,3.6823,3.6919,3.7848,3.7995,3.7079,3.6937,3.6015,3.5861,3.6777,3.6916,3.815,3.8338,3.7128,3.6942,3.5717,3.5518,3.673,3.6912,3.8445,3.8673,3.7174,3.6946,3.5427,3.5185,3.6686,3.6909,30.0,0.803888
3.6407,3.6598,3.6644,3.6454,3.6417,3.6226,3.618,3.637,3.6412,3.6796,3.6882,3.6503,3.6422,3.6041,3.595,3.6329,3.641,3.6986,3.7114,3.6547,3.6426,3.5855,3.572,3.6287,3.6407,3.7174,3.7339,3.6589,3.6429,3.5671,3.5494,3.6245,3.6405,3.7358,3.756,3.6628,3.6433,3.5492,3.5274,3.6203,3.6403,30.0,0.9224720000000001
3.6389,3.6612,3.6675,3.6452,3.6398,3.6177,3.6115,3.6335,3.6394,3.6842,3.6958,3.6517,3.6405,3.5959,3.5838,3.6282,3.6393,3.7065,3.723,3.657,3.641,3.5743,3.5564,3.6228,3.6391,3.7283,3.7497,3.663,3.6414,3.5529,3.5292,3.6173,3.6389,3.7499,3.7757,3.6684,3.6417,3.5315,3.5027,3.6119,3.6384,30.0,0.9456640000000001
3.6542,3.6807,3.6872,3.661,3.6552,3.6289,3.6226,3.6487,3.6547,3.7079,3.72,3.6675,3.6559,3.6033,3.591,3.6431,3.6545,3.7341,3.7516,3.6735,3.6563,3.578,3.5601,3.6373,3.6542,3.7597,3.782,3.6793,3.6566,3.5532,3.5302,3.6319,3.654,3.7848,3.8115,3.6847,3.657,3.5292,3.5013,3.6266,3.6537,30.0,0.895468
3.6654,3.6942,3.6995,3.671,3.6665,3.6379,3.6324,3.661,3.6658,3.7232,3.7334,3.6763,3.667,3.6096,3.5992,3.6566,3.6658,3.7521,3.7664,3.6812,3.6675,3.5815,3.5664,3.6519,3.6654,3.7804,3.7988,3.6863,3.6679,3.5536,3.5336,3.6473,3.6651,3.8083,3.8306,3.691,3.6684,3.526,3.5016,3.6431,3.6649,30.0,0.84966
3.6858,3.72,3.7265,3.6926,3.6868,3.6528,3.6459,3.68,3.6861,3.7546,3.7667,3.6993,3.6875,3.6191,3.6063,3.6744,3.6858,3.7885,3.8057,3.7053,3.6881,3.5857,3.5669,3.6689,3.6856,3.8218,3.844,3.7116,3.6884,3.5524,3.5278,3.6635,3.6854,3.8547,3.8817,3.7179,3.6889,3.5197,3.4897,3.6584,3.6851,30.0,0.815804
3.7369,3.7585,3.7657,3.7449,3.7383,3.717,3.709,3.7302,3.7376,3.7806,3.7941,3.7527,3.7392,3.6965,3.6821,3.7244,3.7372,3.8013,3.8213,3.7602,3.7395,3.6756,3.6549,3.7183,3.7367,3.8217,3.8475,3.7681,3.7399,3.6549,3.6282,3.7126,3.7362,3.842,3.8722,3.775,3.7404,3.6345,3.6022,3.7077,3.7358,30.0,0.663248
3.8217,3.8559,3.8606,3.8268,3.8227,3.7887,3.7837,3.8178,3.8218,3.8905,3.8996,3.8317,3.8236,3.7551,3.7456,3.8136,3.8215,3.9244,3.9375,3.8357,3.8238,3.7214,3.7072,3.8094,3.821,3.9577,3.9749,3.8403,3.8243,3.6881,3.6695,3.8052,3.8206,3.9909,4.0117,3.8445,3.8248,3.6551,3.6322,3.801,3.8201,30.0,0.609108
3.9047,3.9407,3.9456,3.91,3.9059,3.8701,3.8652,3.9007,3.9049,3.9769,3.9862,3.9151,3.9066,3.8348,3.8252,3.8966,3.9045,4.0124,4.0258,3.9196,3.9072,3.7997,3.7855,3.8924,3.904,4.0475,4.0648,3.924,3.9077,3.765,3.7464,3.8882,3.9035,4.0819,4.103,3.9282,3.908,3.7307,3.7079,3.8842,3.9031,30.0,0.525944
3.8243,3.8715,3.8768,3.8301,3.8259,3.7788,3.7734,3.8201,3.8248,3.9189,3.9295,3.8364,3.8266,3.7332,3.7228,3.8157,3.8241,3.9651,3.9806,3.8415,3.8271,3.6877,3.6728,3.8111,3.8236,4.0102,4.0307,3.8466,3.8276,3.6433,3.6238,3.8064,3.8227,4.0538,4.0792,3.8512,3.8278,3.5996,3.5764,3.8027,3.822,30.0,0.632332
3.7683,3.8057,3.8118,3.7748,3.7697,3.7325,3.7262,3.7632,3.7688,3.8434,3.855,3.7813,3.7704,3.696,3.6839,3.7581,3.7683,3.8803,3.897,3.7874,3.7709,3.6594,3.6419,3.753,3.7681,3.9165,3.9382,3.7939,3.7716,3.6236,3.6006,3.7483,3.7676,3.9521,3.9788,3.7994,3.772,3.5878,3.5599,3.7432,3.7671,30.0,0.66908
3.6431,3.6661,3.6726,3.6498,3.644,3.6212,3.6145,3.6373,3.6435,3.6895,3.7019,3.6565,3.6447,3.5989,3.5861,3.6317,3.6433,3.7123,3.7297,3.6624,3.6451,3.5768,3.558,3.6261,3.6431,3.7346,3.7572,3.6688,3.6454,3.5548,3.5306,3.6205,3.6429,3.7565,3.7836,3.6744,3.6458,3.5332,3.5037,3.6152,3.6426,30.0,0.931276
3.7209,3.7562,3.763,3.7279,3.7221,3.6865,3.6795,3.7147,3.7211,3.792,3.8046,3.7348,3.7227,3.6519,3.6386,3.7091,3.7209,3.8271,3.8452,3.7421,3.7232,3.6173,3.5977,3.7035,3.7205,3.8615,3.885,3.7486,3.7237,3.5829,3.5573,3.6981,3.7202,3.8954,3.924,3.7551,3.7242,3.5492,3.5181,3.6935,3.72,30.0,0.73722
3.7839,3.8252,3.8303,3.7894,3.7853,3.7441,3.739,3.7799,3.7843,3.8668,3.8764,3.7946,3.7859,3.7035,3.6935,3.7755,3.7839,3.9075,3.9217,3.7995,3.7864,3.6633,3.6486,3.7709,3.7834,3.9477,3.9662,3.8043,3.7869,3.6235,3.604,3.7667,3.783,3.987,4.01,3.809,3.7874,3.5843,3.5604,3.762,3.7825,30.0,0.647664
3.6693,3.6995,3.7058,3.6761,3.6703,3.6401,3.6335,3.6637,3.6696,3.7302,3.7421,3.6826,3.671,3.6105,3.5977,3.6582,3.6696,3.7602,3.7774,3.6886,3.6714,3.5808,3.562,3.6526,3.6693,3.7897,3.8118,3.6947,3.6719,3.5513,3.5269,3.6475,3.6691,3.819,3.8455,3.7002,3.6721,3.5222,3.4921,3.6419,3.6686,30.0,0.852996
3.6814,3.7076,3.7114,3.6854,3.6823,3.6561,3.6521,3.6782,3.6816,3.7344,3.7418,3.6898,3.683,3.6305,3.6229,3.6749,3.6816,3.7606,3.7713,3.6935,3.6833,3.6047,3.5936,3.6717,3.6814,3.7862,3.8006,3.6974,3.6837,3.5792,3.5646,3.6682,3.6809,3.8118,3.8292,3.7011,3.684,3.5541,3.5364,3.6651,3.6807,30.0,0.822608
3.641,3.6637,3.6698,3.6473,3.6419,3.6192,3.6131,3.6356,3.6414,3.6872,3.6988,3.6538,3.6426,3.5971,3.585,3.6301,3.6412,3.7098,3.7265,3.6593,3.6428,3.5748,3.5571,3.6243,3.6408,3.7318,3.7534,3.6649,3.6431,3.5529,3.5299,3.6194,3.6407,3.7537,3.7797,3.6707,3.6435,3.5316,3.5034,3.6143,3.6405,30.0,0.938332
3.6812,3.7083,3.7132,3.6865,3.6823,3.6554,3.6503,3.677,3.6816,3.7356,3.7453,3.6918,3.6828,3.6291,3.6191,3.6726,3.6814,3.7623,3.7762,3.6963,3.6831,3.6027,3.588,3.6681,3.681,3.7888,3.8066,3.7012,3.6835,3.5769,3.5578,3.6635,3.6807,3.8146,3.8361,3.7056,3.6839,3.5517,3.5281,3.6593,3.6805,30.0,0.8185800000000001
3.7272,3.7634,3.7693,3.7334,3.7283,3.6921,3.6861,3.7221,3.7276,3.8001,3.8113,3.7395,3.729,3.6568,3.6456,3.7172,3.7272,3.8357,3.8519,3.7453,3.7295,3.6219,3.6057,3.7123,3.7269,3.8708,3.8914,3.7511,3.7298,3.5878,3.5668,3.7076,3.7265,3.9047,3.93,3.7564,3.7304,3.5545,3.5292,3.7032,3.7263,30.0,0.7280800000000001
3.7843,3.8189,3.8234,3.7892,3.7855,3.7509,3.7462,3.7806,3.7846,3.8538,3.8627,3.7943,3.7862,3.7172,3.7079,3.7767,3.7843,3.888,3.9012,3.799,3.7867,3.6833,3.6698,3.7727,3.7841,3.9219,3.9391,3.8039,3.7871,3.65,3.6322,3.7688,3.7836,3.9549,3.9765,3.8085,3.7876,3.6171,3.5952,3.7648,3.783,30.0,0.668608
3.704,3.7388,3.7439,3.7095,3.7051,3.6703,3.6651,3.6998,3.7044,3.7739,3.7836,3.7149,3.7058,3.6363,3.6263,3.6953,3.7042,3.8083,3.8227,3.7202,3.7061,3.6026,3.5876,3.6909,3.7037,3.8422,3.8608,3.7256,3.7065,3.5687,3.5497,3.6868,3.7035,3.8756,3.8984,3.7304,3.707,3.5355,3.5125,3.6824,3.703,30.0,0.7965800000000001
3.8478,3.8986,3.9038,3.8533,3.8494,3.7985,3.7932,3.8438,3.8482,3.9502,3.9604,3.8594,3.8503,3.7486,3.7383,3.8396,3.8478,4.0002,4.0153,3.8652,3.8508,3.6995,3.6844,3.8352,3.8473,4.0493,4.0694,3.8703,3.8515,3.6512,3.6312,3.8308,3.8468,4.0971,4.1223,3.8752,3.8519,3.6034,3.5794,3.8266,3.8461,30.0,0.596692
3.9876,4.0366,4.0426,3.9944,3.9902,3.9414,3.9351,3.9835,3.9892,4.0868,4.0982,4.0022,3.9916,3.8945,3.8824,3.979,3.989,4.1346,4.1519,4.0088,3.9925,3.8477,3.8301,3.9741,3.9886,4.1817,4.1999,4.0096,3.9918,3.7997,3.7767,3.9676,3.9869,4.2266,4.2266,3.9978,3.9881,3.7497,3.7214,3.9586,3.9832,30.0,0.426472
3.8257,3.868,3.874,3.8322,3.8271,3.785,3.7788,3.8208,3.8262,3.9109,3.9221,3.8385,3.828,3.7435,3.7318,3.8159,3.8257,3.9525,3.969,3.8447,3.8285,3.7025,3.6856,3.811,3.8254,3.9934,4.0149,3.8508,3.829,3.6617,3.6398,3.8062,3.8248,4.0334,4.0602,3.8564,3.8294,3.6217,3.595,3.8015,3.8243,30.0,0.618108
3.7899,3.8215,3.8259,3.7948,3.7911,3.7597,3.7551,3.7864,3.7904,3.8533,3.8617,3.7994,3.7918,3.7288,3.72,3.7827,3.7899,3.8843,3.8968,3.8036,3.7922,3.6981,3.6853,3.7788,3.7895,3.9151,3.9314,3.808,3.7927,3.6675,3.6505,3.775,3.7892,3.9458,3.9656,3.8122,3.7932,3.6372,3.6163,3.7715,3.7888,30.0,0.657108
3.812,3.8429,3.8477,3.8171,3.8132,3.7825,3.7776,3.8083,3.8125,3.8742,3.8831,3.8222,3.8141,3.7525,3.743,3.8043,3.8122,3.9047,3.9179,3.8269,3.8145,3.7223,3.7084,3.8002,3.8118,3.9349,3.9521,3.8313,3.815,3.6921,3.6738,3.7962,3.8113,3.9646,3.9856,3.8359,3.8155,3.6624,3.6398,3.7922,3.811,30.0,0.629776
3.7167,3.7355,3.7395,3.7209,3.7177,3.6989,3.6951,3.7137,3.7172,3.7551,3.7623,3.7251,3.7184,3.6805,3.673,3.7105,3.717,3.7737,3.7846,3.7286,3.7186,3.6624,3.6512,3.707,3.7167,3.7922,3.8064,3.7321,3.719,3.6443,3.6294,3.7035,3.7165,3.8106,3.8278,3.7358,3.7193,3.6264,3.6082,3.7002,3.7163,30.0,0.756136
3.7493,3.7783,3.7832,3.7546,3.7506,3.7218,3.7167,3.7453,3.7497,3.8076,3.8169,3.7599,3.7511,3.6937,3.6842,3.7413,3.7495,3.8362,3.8498,3.7646,3.7518,3.6659,3.6522,3.7372,3.7493,3.8643,3.8819,3.7695,3.7521,3.6387,3.6208,3.7332,3.749,3.8917,3.9131,3.7741,3.7525,3.612,3.5903,3.7293,3.7486,30.0,0.718388
3.753,3.7862,3.7906,3.7576,3.7541,3.7209,3.7165,3.7497,3.7534,3.8197,3.828,3.7623,3.7548,3.6884,3.68,3.746,3.7532,3.8527,3.8647,3.7664,3.7553,3.6559,3.6435,3.7423,3.7528,3.8854,3.901,3.7706,3.7558,3.6236,3.6071,3.7386,3.7525,3.9177,3.937,3.7748,3.7562,3.5915,3.5715,3.7351,3.752,30.0,0.70686
3.6589,3.6821,3.6881,3.6651,3.66,3.637,3.6308,3.6538,3.6593,3.7056,3.717,3.6716,3.6605,3.6143,3.6026,3.6486,3.6593,3.7283,3.7444,3.6768,3.661,3.592,3.5747,3.6436,3.6591,3.7511,3.7718,3.6824,3.6614,3.5696,3.5469,3.6387,3.6587,3.7734,3.7985,3.6881,3.6619,3.5474,3.5197,3.6338,3.6584,30.0,0.877192
3.6631,3.6851,3.6909,3.6691,3.6642,3.6421,3.6363,3.6582,3.6635,3.7076,3.7186,3.6752,3.6647,3.6208,3.6094,3.6531,3.6633,3.7295,3.7449,3.6805,3.6652,3.5994,3.5826,3.6482,3.6633,3.7511,3.7711,3.6858,3.6656,3.578,3.556,3.6433,3.663,3.7723,3.7966,3.6909,3.6658,3.5566,3.5299,3.6387,3.6626,30.0,0.87466
3.8355,3.8728,3.8775,3.8406,3.8368,3.7994,3.7946,3.8317,3.8359,3.9105,3.9196,3.8457,3.8375,3.7629,3.7535,3.8276,3.8354,3.9474,3.9607,3.8503,3.838,3.7263,3.7126,3.8236,3.8348,3.9837,4.0012,3.8548,3.8385,3.6902,3.6721,3.8196,3.8343,4.0195,4.0409,3.8592,3.8389,3.6545,3.6324,3.8157,3.834,30.0,0.6063839999999999
3.6586,3.6846,3.6898,3.664,3.6596,3.6338,3.6285,3.6544,3.6591,3.7109,3.7207,3.6695,3.6602,3.6082,3.5982,3.65,3.6589,3.7365,3.7506,3.6742,3.6607,3.5829,3.5678,3.6456,3.6586,3.762,3.7802,3.6791,3.6612,3.5576,3.5378,3.6412,3.6584,3.7873,3.8092,3.6842,3.6616,3.5325,3.5083,3.6372,3.658,30.0,0.887828
3.799,3.8326,3.8394,3.8064,3.8002,3.7667,3.759,3.7925,3.7994,3.8666,3.8793,3.8131,3.8008,3.7335,3.7195,3.7864,3.7987,3.8993,3.9182,3.8206,3.8013,3.7007,3.6802,3.7809,3.7983,3.9319,3.9565,3.8278,3.8018,3.6681,3.6412,3.7755,3.798,3.9642,3.9939,3.8345,3.8024,3.6356,3.6026,3.7701,3.7973,30.0,0.652444
3.6603,3.683,3.6896,3.6672,3.6612,3.6384,3.6317,3.6545,3.6607,3.7065,3.7188,3.674,3.6619,3.6161,3.6031,3.6486,3.6605,3.729,3.7464,3.6796,3.6623,3.5938,3.5748,3.6429,3.6603,3.7514,3.7736,3.6854,3.6626,3.5717,3.5467,3.6373,3.66,3.7732,3.7999,3.6912,3.6631,3.5499,3.519,3.6319,3.6598,30.0,0.893192
3.7699,3.8027,3.8099,3.7776,3.7711,3.7386,3.7307,3.7632,3.7702,3.8359,3.8491,3.7848,3.7718,3.7065,3.6919,3.7572,3.7699,3.8682,3.8875,3.7922,3.7723,3.6742,3.6531,3.7514,3.7695,3.9,3.9252,3.7997,3.7729,3.6424,3.6145,3.7455,3.7692,3.9316,3.9623,3.8064,3.7732,3.6105,3.5764,3.74,3.7688,30.0,0.687936
3.6689,3.6981,3.7039,3.6747,3.6698,3.6407,3.6347,3.664,3.6693,3.7279,3.739,3.6807,3.6703,3.612,3.6008,3.6589,3.6691,3.7569,3.7729,3.6861,3.6709,3.5838,3.5675,3.6538,3.6688,3.7855,3.8059,3.6914,3.6712,3.5559,3.5348,3.6491,3.6684,3.8134,3.838,3.6968,3.6717,3.529,3.5032,3.6447,3.6682,30.0,0.85848
3.6642,3.6951,3.7002,3.6696,3.6654,3.6347,3.6294,3.66,3.6647,3.7265,3.7365,3.6751,3.6661,3.6045,3.5943,3.6554,3.6645,3.7574,3.7716,3.68,3.6663,3.5743,3.5597,3.651,3.6644,3.7876,3.8062,3.6849,3.6668,3.5445,3.5255,3.6466,3.664,3.8173,3.8396,3.6896,3.6672,3.5155,3.4923,3.6424,3.6638,30.0,0.866456
3.6963,3.7258,3.7323,3.703,3.6972,3.6679,3.6612,3.6907,3.6965,3.7558,3.7676,3.7095,3.6979,3.6389,3.6263,3.6851,3.6963,3.7848,3.802,3.7158,3.6984,3.6103,3.5919,3.68,3.6961,3.8136,3.8361,3.7223,3.6988,3.5815,3.5576,3.6747,3.6958,3.842,3.8691,3.7288,3.6993,3.5532,3.5241,3.6702,3.6956,30.0,0.807436
3.6772,3.7053,3.7121,3.6844,3.6782,3.6501,3.6431,3.6712,3.6777,3.7339,3.7467,3.6914,3.6789,3.6228,3.6092,3.6654,3.6775,3.7618,3.7801,3.6979,3.6795,3.5955,3.5757,3.6596,3.6772,3.7892,3.8129,3.7046,3.6798,3.5683,3.5427,3.654,3.6768,3.816,3.8445,3.7111,3.6802,3.5415,3.5104,3.6487,3.6767,30.0,0.8380719999999999
3.7804,3.8192,3.8248,3.7864,3.7816,3.7432,3.7372,3.7757,3.7808,3.8582,3.8689,3.7925,3.7825,3.7051,3.694,3.7709,3.7804,3.8966,3.9123,3.798,3.7829,3.6672,3.651,3.766,3.7799,3.9342,3.9544,3.8036,3.7834,3.63,3.6087,3.7616,3.7795,3.9711,3.9958,3.809,3.7837,3.5934,3.5676,3.7572,3.7792,30.0,0.6795680000000001
3.6403,3.6628,3.6679,3.6454,3.6412,3.6189,3.6138,3.6361,3.6407,3.6858,3.6954,3.6508,3.6419,3.5971,3.5873,3.6319,3.6405,3.7084,3.7223,3.6556,3.6422,3.5755,3.561,3.6273,3.6405,3.7302,3.7483,3.6602,3.6426,3.5541,3.5353,3.6226,3.6401,3.7516,3.7734,3.6647,3.6429,3.5334,3.5104,3.6184,3.6398,30.0,0.9425239999999999
3.6695,3.6944,3.6993,3.6745,3.6705,3.6456,3.6407,3.6654,3.6698,3.72,3.7295,3.6798,3.671,3.6212,3.6115,3.6612,3.6696,3.7449,3.7585,3.6844,3.6716,3.5968,3.5824,3.657,3.6695,3.7695,3.7873,3.6889,3.6719,3.5725,3.5538,3.6526,3.6691,3.7936,3.8152,3.6937,3.6721,3.549,3.5257,3.6482,3.6688,30.0,0.8512439999999999
3.6484,3.6705,3.6751,3.6531,3.6493,3.6273,3.6229,3.6447,3.6489,3.6933,3.7019,3.6579,3.6498,3.6059,3.5971,3.641,3.6487,3.7155,3.7281,3.6624,3.6503,3.5845,3.5717,3.637,3.6484,3.7374,3.7537,3.6665,3.6507,3.5631,3.5466,3.6331,3.6482,3.7585,3.7785,3.6707,3.651,3.5425,3.5223,3.6294,3.648,30.0,0.913164
3.6712,3.6979,3.7039,3.6775,3.6723,3.6456,3.6396,3.6661,3.6717,3.7253,3.7367,3.6837,3.6728,3.6194,3.6078,3.6609,3.6714,3.7518,3.7683,3.6893,3.6733,3.5936,3.5766,3.6556,3.6712,3.778,3.7988,3.6949,3.6737,3.568,3.5462,3.6507,3.671,3.8034,3.8287,3.7004,3.674,3.5434,3.5169,3.6459,3.6705,30.0,0.847692
3.8815,3.9207,3.9286,3.89,3.8831,3.8436,3.8352,3.8743,3.8819,3.9605,3.9749,3.898,3.8838,3.8053,3.7895,3.868,3.8815,3.999,4.0201,3.9063,3.8845,3.7671,3.7442,3.8615,3.8808,4.0369,4.0643,3.9138,3.8849,3.729,3.6991,3.8552,3.8801,4.074,4.1076,3.9212,3.8856,3.6914,3.6551,3.8492,3.8794,30.0,0.5323599999999999
3.8118,3.8459,3.8506,3.8168,3.8129,3.7788,3.7741,3.808,3.8122,3.8807,3.8894,3.8217,3.8136,3.7451,3.736,3.8041,3.8118,3.9144,3.9274,3.8259,3.8141,3.7116,3.6981,3.8001,3.8113,3.9481,3.9647,3.8304,3.8145,3.6784,3.661,3.7962,3.8108,3.9806,4.0012,3.8348,3.815,3.6461,3.6245,3.7925,3.8104,30.0,0.622972
