soc_flow_base_noise,soh_flow_base_noise
0.15343487,-1.6474918
1.5358676,-0.681547
0.97874284,-1.0192308
1.1434679,-1.9827021
1.2699153,-2.324643
-0.81180155,-2.9389355
2.9927485,-1.9261959
0.46201468,1.2353642
-0.9281286,-1.933284
1.2001998,1.3248614
2.2522876,-2.8519387
1.3247375,-2.7237513
2.0672858,2.6636248
-0.95797503,-2.582047
2.935825,0.78730464
-2.969236,-2.0492897
-0.1754756,0.029983103
-1.0822417,-2.9769366
-2.9850583,-2.9177096
-2.7788074,-2.9789064
2.4171977,2.3625247
-1.1326718,-2.21972
0.103416264,-1.0615396
-0.5486561,-1.83212
-0.27987146,1.4223903
-0.60354203,1.1599499
-1.1196177,-0.47959137
-2.4310627,-2.758994
-1.2149216,-1.7785456
-0.14860678,2.2587268
0.8635123,-0.4143355
-1.9331725,2.2224345
2.5438423,2.857076
2.2917793,-0.55786335
1.5593896,-0.7687762
-0.58238673,-2.9558287
-1.7134752,0.371689
-2.9519656,-2.9763303
-2.881755,-2.8843722
-1.5192907,1.90676
-2.505832,-0.6261449
-2.967273,-2.0403724
-2.7048016,-2.960642
-2.956413,-2.9915226
0.14063692,-1.8710539
-1.5970693,-0.74606144
-2.834404,-2.9200535
2.9758248,2.130741
0.28106642,0.2864784
2.9673243,2.9255538
-2.8356414,0.88732016
1.8457601,-0.91245806
1.2143648,0.49218643
-1.4145771,-1.5000259
-1.2591838,-0.47525752
-2.5306442,-1.0552068
0.055880785,-0.26360187
0.29662275,0.122654706
-0.340209,0.2792261
-0.93243504,-1.7217481
-0.91753364,-2.2204347
1.2309859,-1.2836102
-1.7639321,-2.194332
-1.0090114,-1.0782886
-2.0169318,-2.962663
-2.5547523,-2.428446
-1.0282397,-2.767418
0.10193586,0.113821745
-0.20284677,-1.3799479
-1.7252418,-2.9654143
2.4693377,0.71642286
0.24283719,-1.0897255
-0.23749804,-2.4451773
-0.6371372,-1.9478238
2.384561,-1.1325305
1.6498864,2.7935727
-2.8220208,-2.993313
-1.413437,-2.97948
-1.1309191,-2.5510364
-2.7494092,-2.9922762
-1.1524699,-2.3883433
0.06690359,-0.24077427
-0.2657988,1.2942556
0.44150484,-0.24746597
0.6658652,0.7778101
-2.6076622,-2.9518216
2.489433,-0.7604686
-0.5974922,0.3459456
0.072481394,-0.9356687
-1.6143231,-2.9870617
-1.4487859,-2.9656298
0.87296677,2.306888
-2.0161989,-2.2716305
-0.28343606,-0.51570654
-0.9030547,-0.46822378
-0.5374403,-2.2927039
2.0957184,0.30665624
1.7640333,-0.53238285
2.4582472,0.36469805
0.4046111,1.444291
0.9266417,1.2835586
1.4683547,2.0839145
0.5401871,2.0596488
0.84944344,1.4478672
0.8618381,0.38311094
-0.10927534,-0.4398501
0.47008276,1.9162067
0.5406904,1.4580245
0.38736105,-1.6747766
-0.873924,-2.9625525
-0.48340273,-0.55582774
-1.442993,-2.116813
-0.09350681,-2.2795951
-1.4520559,-2.735748
-0.5615823,-2.0259867
-0.81294394,-2.7177722
-2.9392807,-2.9582515
-2.0546477,-2.8002791
2.7980082,-1.58267
2.8759649,0.5459044
0.9540155,2.1694643
-1.2702364,-2.7693186
-2.7184231,-2.6422703
-2.589172,-2.8528836
0.6340555,-0.39021957
1.3125644,-0.38121188
1.333076,2.181405
0.9249271,1.6268573
-0.9058356,-1.5928395
2.2464783,0.118962616
1.6002223,-1.5082576
1.2639883,-1.8233285
0.9711392,-2.3596797
-0.80803627,-2.4783754
2.994469,-1.7259023
-0.07476449,0.9336166
-0.39394903,-0.22779536
0.7700741,0.16284436
2.2666848,-1.168614
1.7709444,-0.7587428
0.712404,1.7565078
-2.4357228,-2.1661696
2.9637098,0.93825394
-2.9718347,-2.5980465
-0.3064313,-0.2397888
-0.6793263,-2.8741229
-2.8501706,-2.851893
-2.926049,-2.9875245
1.2885642,1.7317189
0.39218318,-0.4577495
-2.865611,-2.9739454
-1.4087296,-2.8943555
-0.62543225,-0.34276477
-0.17995158,1.2580354
-1.5950652,-2.2371979
-2.32782,-1.484154
-0.6354144,-0.7450236
0.33980012,2.332418
0.768649,-0.31531072
2.1587164,2.951937
-1.0012293,0.5541864
2.7356565,-0.24901485
2.383443,0.55186105
0.41566277,-2.6994662
-1.8703388,0.348579
-2.7103555,-2.9497952
-2.840202,-2.4449682
-2.1099546,1.228742
-0.98801255,0.7633896
-2.7428355,-2.4038017
-1.8469946,-2.9578753
-2.8950794,-2.9840822
0.5247146,-0.88131
-0.519855,1.0714556
-2.8356502,-2.5703306
2.9682598,2.948318
-0.41630912,-1.2348872
2.9606829,2.9384708
-2.4462318,2.1271167
1.7600687,-0.52504694
1.5806584,0.10272336
-1.8340917,-1.5973241
-1.7840754,-0.55647945
-2.618998,-0.85231376
0.73790383,-0.20801382
-0.8478942,0.029015064
0.2700553,0.43754822
-0.76038456,-1.6841195
-1.7778362,-2.1296
0.1986227,-1.465296
-1.6089516,-1.7749305
-2.032279,-1.308435
-1.1675509,-2.8185601
-2.7376916,-2.5324786
-1.7076317,-2.8688667
-0.33030748,-0.05007875
-0.89887404,-2.0344808
-1.9072866,-2.9634042
0.36892223,-0.5825318
-1.2479283,-2.3718328
-0.98906887,-2.4641623
-0.9438019,-2.4776099
0.62241817,-2.108368
0.67617464,2.7506871
-2.0986118,-2.992425
-2.1450977,-2.981463
-1.8881166,-2.8035102
-2.824654,-2.9902527
-1.7651095,-2.5738847
-0.76961565,-1.1512237
